seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	76164438	76164741	304	*	X02768	9144	76164671	76169009	4339	+	0	overlapStart	0	SYNGR2
chr17	76182994	76183265	272	*	X02769	125061	76183398	76203782	20385	+	132	upstream	132	AFMID
chr17	76182994	76183265	272	*	X02769	7083	76170160	76183285	13126	-	0	inside	19	TK1
chr17	76183375	76183606	232	*	X02770	125061	76183398	76203782	20385	+	0	overlapStart	0	AFMID
chr17	76183375	76183606	232	*	X02770	7083	76170160	76183285	13126	-	89	upstream	89	TK1
chr17	76210213	76210381	169	*	X02771	332	76210277	76221716	11440	+	0	overlapStart	0	BIRC5
chr17	76356046	76356502	457	*	X02778	9021	76352859	76356158	3300	-	0	overlapStart	0	SOCS3
chr17	76778163	76778417	255	*	X02781	9267	76670130	76778376	108247	-	0	overlapStart	0	CYTH1
chr17	76778539	76778810	272	*	X02782	9267	76670130	76778376	108247	-	162	upstream	162	CYTH1
chr17	76836785	76837373	589	*	X02783	57602	76791735	76836969	45235	-	0	overlapStart	0	USP36
chr17	77070944	77071066	123	*	X02785	64772	77071019	77084685	13667	+	0	overlapStart	0	ENGASE
chr17	77070706	77070828	123	*	X02786	64772	77071019	77084685	13667	+	190	upstream	190	ENGASE
chr17	77770812	77771046	235	*	X02787	57332	77768176	77770915	2740	-	0	overlapStart	0	CBX8
chr17	77771149	77771233	85	*	X02788	57332	77768176	77770915	2740	-	233	upstream	233	CBX8
chr17	77813212	77813696	485	*	X02789	8535	77806955	77813213	6259	-	0	overlapStart	0	CBX4
chr17	78009540	78009918	379	*	X02792	125058	77906142	78009657	103516	-	0	overlapStart	0	TBC1D16
chr17	78009540	78009918	379	*	X02792	55036	78010431	78074412	63982	+	512	upstream	512	CCDC40
chr17	78010306	78010427	122	*	X02793	125058	77906142	78009657	103516	-	648	upstream	648	TBC1D16
chr17	78010306	78010427	122	*	X02793	55036	78010431	78074412	63982	+	3	upstream	3	CCDC40
chr17	78120921	78121257	337	*	X02794	9775	78109013	78120982	11970	-	0	overlapStart	0	EIF4A3
chr17	78234016	78234341	326	*	X02795	57674	78234660	78372581	137922	+	318	upstream	318	RNF213
chr17	78234617	78234754	138	*	X02796	57674	78234660	78372581	137922	+	0	overlapStart	0	RNF213
chr17	79008621	79008694	74	*	X02799	10458	79008947	79091232	82286	+	252	upstream	252	BAIAP2
chr17	79008621	79008694	74	*	X02799	440465	79002933	79008519	5587	-	101	upstream	101	BAIAP2-DT
chr17	79008905	79009142	238	*	X02800	10458	79008947	79091232	82286	+	0	overlapStart	0	BAIAP2
chr17	79008905	79009142	238	*	X02800	440465	79002933	79008519	5587	-	385	upstream	385	BAIAP2-DT
chr17	79196666	79196803	138	*	X02809	22994	79163393	79196751	33359	-	0	overlapStart	0	CEP131
chr17	79197086	79197280	195	*	X02810	22994	79163393	79196751	33359	-	334	upstream	334	CEP131
chr17	79212818	79212890	73	*	X02811	146705	79202077	79212891	10815	-	0	inside	0	TEPSIN
chr17	79212818	79212890	73	*	X02811	284184	79213105	79215098	1994	+	214	upstream	214	NDUFAF8
chr17	79213023	79213220	198	*	X02812	146705	79202077	79212891	10815	-	131	upstream	131	TEPSIN
chr17	79213023	79213220	198	*	X02812	284184	79213105	79215098	1994	+	0	overlapStart	0	NDUFAF8
chr17	79268973	79269346	374	*	X02813	124565	79218799	79269096	50298	-	0	overlapStart	0	SLC38A10
chr17	79479830	79480209	380	*	X02823	71	79476997	79479892	2896	-	0	overlapStart	0	ACTG1
chr17	79481577	79482105	529	*	X02824	71	79476997	79479892	2896	-	1684	upstream	1684	ACTG1
chr17	79519300	79519619	320	*	X02825	80233	79506911	79519429	12519	-	0	overlapStart	0	FAAP100
chr17	79633511	79633844	334	*	X02826	339229	79632066	79633618	1553	-	0	overlapStart	0	OXLD1
chr17	79633511	79633844	334	*	X02826	339230	79633761	79640936	7176	+	0	overlapStart	0	CCDC137
chr17	79650695	79651221	527	*	X02827	339231	79648224	79650954	2731	-	0	overlapStart	0	ARL16
chr17	79650695	79651221	527	*	X02827	9146	79650962	79669151	18190	+	0	overlapStart	0	HGS
chr17	79670283	79670489	207	*	X02828	1468	79670400	79688046	17647	+	0	overlapStart	0	SLC25A10
chr17	79670283	79670489	207	*	X02828	6182	79670400	79674556	4157	+	0	overlapStart	0	MRPL12
chr17	79790741	79791453	713	*	X02829	348262	79780293	79791167	10875	-	0	overlapStart	0	MCRIP1
chr17	79818353	79818522	170	*	X02830	5034	79801034	79818544	17511	-	0	inside	21	P4HB
chr17	79818616	79819278	663	*	X02831	5034	79801034	79818544	17511	-	71	upstream	71	P4HB
chr17	79829148	79829430	283	*	X02832	396	79825597	79829282	3686	-	0	overlapStart	0	ARHGDIA
chr17	79849359	79849902	544	*	X02833	10189	79845711	79849462	3752	-	0	overlapStart	0	ALYREF
chr17	79849359	79849902	544	*	X02833	51529	79849599	79858363	8765	+	0	overlapStart	0	ANAPC11
chr17	79869060	79869318	259	*	X02834	5833	79860777	79869340	8564	-	0	inside	21	PCYT2
chr17	79885621	79885929	309	*	X02835	4097	79876145	79885587	9443	-	33	upstream	33	MAFG
chr17	79885621	79885929	309	*	X02835	92659	79885705	79888629	2925	+	0	overlapStart	0	MAFG-DT
chr17	79895028	79895405	378	*	X02836	5831	79890267	79895172	4906	-	0	overlapStart	0	PYCR1
chr17	79935122	79935866	745	*	X02837	79058	79935426	79975282	39857	+	0	overlapStart	0	ASPSCR1
chr17	79980584	79980791	208	*	X02839	201254	79976579	79980785	4207	-	0	overlapStart	0	CENPX
chr17	79980584	79980791	208	*	X02839	201255	79981280	79989027	7748	+	488	upstream	488	LRRC45
chr17	79981076	79981230	155	*	X02840	201254	79976579	79980785	4207	-	290	upstream	290	CENPX
chr17	79981076	79981230	155	*	X02840	201255	79981280	79989027	7748	+	49	upstream	49	LRRC45
chr17	79989821	79990062	242	*	X02841	5881	79989532	79992080	2549	+	0	inside	288	RAC3
chr17	79995134	79995704	571	*	X02842	51181	79993757	79995573	1817	-	0	overlapStart	0	DCXR
chr17	80056073	80056909	837	*	X02843	2194	80036214	80056106	19893	-	0	overlapStart	0	FASN
chr17	80231516	80231808	293	*	X02848	1453	80200537	80231594	31058	-	0	overlapStart	0	CSNK1D
chr17	80408419	80408815	397	*	X02854	79415	80400463	80408707	8245	-	0	overlapStart	0	CYBC1
chr17	80416261	80416810	550	*	X02855	26502	80416060	80446143	30084	+	0	inside	200	NARF
chr17	80477366	80477530	165	*	X02856	3607	80477594	80562483	84890	+	63	upstream	63	FOXK2
chr17	80477606	80477694	89	*	X02857	3607	80477594	80562483	84890	+	0	inside	11	FOXK2
chr17	80606151	80606582	432	*	X02858	56270	80572438	80606411	33974	-	0	overlapStart	0	WDR45B
chr17	80656427	80656570	144	*	X02859	10966	80614943	80656598	41656	-	0	inside	27	RAB40B
chr17	80656891	80656949	59	*	X02860	10966	80614943	80656598	41656	-	292	upstream	292	RAB40B
chr17	80674277	80674366	90	*	X02861	79672	80674582	80685893	11312	+	215	upstream	215	FN3KRP
chr17	80674577	80674720	144	*	X02862	79672	80674582	80685893	11312	+	0	overlapStart	0	FN3KRP
chr17	80709480	80709942	463	*	X02863	6904	80709940	80901062	191123	+	0	overlapStart	0	TBCD
chr17	81009416	81009762	347	*	X02864	146712	80900031	81009686	109656	-	0	overlapStart	0	B3GNTL1
chr17	81009829	81010046	218	*	X02865	146712	80900031	81009686	109656	-	142	upstream	142	B3GNTL1
chr16	103491	103969	479	*	X02867	51728	96979	103632	6654	-	0	overlapStart	0	POLR3K
chr16	103491	103969	479	*	X02867	79622	103829	107669	3841	+	0	overlapStart	0	SNRNP25
chr16	188596	188795	200	*	X02869	8131	134273	188697	54425	-	0	overlapStart	0	NPRL3
chr16	402598	402772	175	*	X02870	8312	337440	402676	65237	-	0	overlapStart	0	AXIN1
chr16	403168	403328	161	*	X02871	8312	337440	402676	65237	-	491	upstream	491	AXIN1
chr16	420507	420716	210	*	X02872	10573	417384	420569	3186	-	0	overlapStart	0	MRPL28
chr16	451607	452059	453	*	X02873	26063	451858	462487	10630	+	0	overlapStart	0	DECR2
chr16	575562	576005	444	*	X02874	6650	577856	604636	26781	+	1850	upstream	1850	CAPN15
chr16	577177	577846	670	*	X02875	64493	576847	577407	561	-	0	overlapStart	0	LINC00235
chr16	577177	577846	670	*	X02875	6650	577856	604636	26781	+	9	upstream	9	CAPN15
chr16	639283	640001	719	*	X02878	57799	639357	679273	39917	+	0	overlapStart	0	RAB40C
chr16	686883	687130	248	*	X02880	84326	684429	686347	1919	-	535	upstream	535	METTL26
chr16	687221	687229	9	*	X02881	84326	684429	686347	1919	-	873	upstream	873	METTL26
chr16	699133	699409	277	*	X02882	197335	699363	717829	18467	+	0	overlapStart	0	WDR90
chr16	717898	718246	349	*	X02883	89941	718083	724174	6092	+	0	overlapStart	0	RHOT2
chr16	729465	729871	407	*	X02884	10273	730115	732768	2654	+	243	upstream	243	STUB1
chr16	729957	730426	470	*	X02885	10273	730115	732768	2654	+	0	overlapStart	0	STUB1
chr16	734091	734760	670	*	X02886	339123	731667	734439	2773	-	0	overlapStart	0	JMJD8
chr16	764674	765105	432	*	X02888	79006	765173	767480	2308	+	67	upstream	67	METRN
chr16	778117	778605	489	*	X02889	124093	772582	776880	4299	-	1236	upstream	1236	CCDC78
chr16	838318	838437	120	*	X02890	113000	834974	838383	3410	-	0	overlapStart	0	RPUSD1
chr16	838318	838437	120	*	X02890	63922	838622	848074	9453	+	184	upstream	184	CHTF18
chr16	838566	838861	296	*	X02891	113000	834974	838383	3410	-	182	upstream	182	RPUSD1
chr16	838566	838861	296	*	X02891	63922	838622	848074	9453	+	0	overlapStart	0	CHTF18
chr16	1358867	1359310	444	*	X02898	7329	1359154	1377019	17866	+	0	overlapStart	0	UBE2I
chr16	1543160	1543511	352	*	X02902	9894	1543352	1560460	17109	+	0	overlapStart	0	TELO2
chr16	1661951	1662140	190	*	X02904	9742	1560428	1662109	101682	-	0	overlapStart	0	IFT140
chr16	1662336	1662556	221	*	X02905	9742	1560428	1662109	101682	-	226	upstream	226	IFT140
chr16	1727969	1728049	81	*	X02906	90861	1728278	1752073	23796	+	228	upstream	228	JPT2
chr16	1728178	1728543	366	*	X02907	90861	1728278	1752073	23796	+	0	overlapStart	0	JPT2
chr16	1755731	1756367	637	*	X02908	23162	1756221	1820318	64098	+	0	overlapStart	0	MAPK8IP3
chr16	1832434	1832622	189	*	X02910	10101	1832933	1839192	6260	+	310	upstream	310	NUBP2
chr16	1832434	1832622	189	*	X02910	90864	1826713	1832581	5869	-	0	overlapStart	0	SPSB3
chr16	1832887	1833055	169	*	X02911	10101	1832933	1839192	6260	+	0	overlapStart	0	NUBP2
chr16	1832887	1833055	169	*	X02911	90864	1826713	1832581	5869	-	305	upstream	305	SPSB3
chr16	1993178	1993268	91	*	X02913	51734	1988234	1993294	5061	-	0	inside	25	MSRB1
chr16	1993406	1993549	144	*	X02914	51734	1988234	1993294	5061	-	111	upstream	111	MSRB1
chr16	2009379	2009836	458	*	X02915	4716	2009517	2011976	2460	+	0	overlapStart	0	NDUFB10
chr16	2014805	2015085	281	*	X02916	146310	2016875	2018976	2102	+	1789	upstream	1789	RNF151
chr16	2014805	2015085	281	*	X02916	26784	2012974	2013107	134	-	1697	upstream	1697	SNORA64
chr16	2014805	2015085	281	*	X02916	6187	2012062	2014827	2766	-	0	overlapStart	0	RPS2
chr16	2014805	2015085	281	*	X02916	677844	2015185	2015311	127	+	99	upstream	99	SNORA78
chr16	2014805	2015085	281	*	X02916	735301	2014997	2015505	509	+	0	overlapStart	0	SNHG9
chr16	2021733	2022176	444	*	X02917	10607	2022064	2028751	6688	+	0	overlapStart	0	TBL3
chr16	2033881	2034244	364	*	X02918	2671	2034150	2037750	3601	+	0	overlapStart	0	GFER
chr16	2059783	2060049	267	*	X02920	90850	2047653	2059822	12170	-	0	overlapStart	0	ZNF598
chr16	2097737	2098011	275	*	X02922	4913	2089816	2097867	8052	-	0	overlapStart	0	NTHL1
chr16	2097737	2098011	275	*	X02922	7249	2097990	2138713	40724	+	0	overlapStart	0	TSC2
chr16	2185752	2185954	203	*	X02925	5310	2138711	2185899	47189	-	0	overlapStart	0	PKD1
chr16	2186197	2186417	221	*	X02926	100500916	2185978	2186130	153	-	66	upstream	66	MIR3180-5
chr16	2186197	2186417	221	*	X02926	5310	2138711	2185899	47189	-	297	upstream	297	PKD1
chr16	2198090	2198328	239	*	X02927	25837	2198145	2204141	5997	+	0	overlapStart	0	RAB26
chr16	2205386	2205436	51	*	X02928	26788	2205024	2205106	83	-	279	upstream	279	SNORD60
chr16	2205386	2205436	51	*	X02928	84231	2205799	2228130	22332	+	362	upstream	362	TRAF7
chr16	2205679	2205819	141	*	X02929	26788	2205024	2205106	83	-	572	upstream	572	SNORD60
chr16	2205679	2205819	141	*	X02929	84231	2205799	2228130	22332	+	0	overlapStart	0	TRAF7
chr16	2264607	2264828	222	*	X02930	283871	2261603	2264822	3220	-	0	overlapStart	0	PGP
chr16	2265112	2265437	326	*	X02931	283871	2261603	2264822	3220	-	289	upstream	289	PGP
chr16	2273183	2273763	581	*	X02932	1877	2273567	2285743	12177	+	0	overlapStart	0	E4F1
chr16	2301506	2301970	465	*	X02933	1632	2289873	2301602	11730	-	0	overlapStart	0	ECI1
chr16	2318111	2318556	446	*	X02934	10921	2303100	2318413	15314	-	0	overlapStart	0	RNPS1
chr16	2390601	2390763	163	*	X02935	21	2325879	2390747	64869	-	0	overlapStart	0	ABCA3
chr16	2479119	2479283	165	*	X02936	899	2479395	2508859	29465	+	111	upstream	111	CCNF
chr16	2479382	2479643	262	*	X02937	899	2479395	2508859	29465	+	0	overlapStart	0	CCNF
chr16	2509906	2510374	469	*	X02938	80178	2510115	2514964	4850	+	0	overlapStart	0	TEDC2
chr16	2524950	2525179	230	*	X02939	57465	2525147	2570224	45078	+	0	overlapStart	0	TBC1D24
chr16	2563587	2563991	405	*	X02940	527	2563727	2570224	6498	+	0	overlapStart	0	ATP6V0C
chr16	2581880	2582041	162	*	X02941	100422974	2581923	2582006	84	-	0	includeFeature	0	MIR3178
chr16	2581880	2582041	162	*	X02941	752014	2580036	2581409	1374	-	470	upstream	470	CEMP1
chr16	2582104	2582222	119	*	X02942	100422974	2581923	2582006	84	-	97	upstream	97	MIR3178
chr16	2582104	2582222	119	*	X02942	752014	2580036	2581409	1374	-	694	upstream	694	CEMP1
chr16	2587640	2587754	115	*	X02943	5170	2587965	2653191	65227	+	210	upstream	210	PDPK1
chr16	2587960	2588142	183	*	X02944	5170	2587965	2653191	65227	+	0	overlapStart	0	PDPK1
chr16	2723297	2723470	174	*	X02945	100507321	2708390	2723440	15051	-	0	overlapStart	0	ERVK13-1
chr16	2723651	2723778	128	*	X02946	100507321	2708390	2723440	15051	-	210	upstream	210	ERVK13-1
chr16	2732345	2732566	222	*	X02947	54442	2732495	2759031	26537	+	0	overlapStart	0	KCTD5
chr16	2771053	2771533	481	*	X02948	83886	2762423	2770552	8130	-	500	upstream	500	PRSS27
chr16	2802055	2802772	718	*	X02949	100128788	2787077	2802601	15525	-	0	overlapStart	0	SRRM2-AS1
chr16	2802055	2802772	718	*	X02949	23524	2802330	2821413	19084	+	0	overlapStart	0	SRRM2
chr16	2908031	2908341	311	*	X02950	64063	2902728	2908171	5444	-	0	overlapStart	0	PRSS22
chr16	2908502	2909003	502	*	X02951	64063	2902728	2908171	5444	-	330	upstream	330	PRSS22
chr16	2932567	2932975	409	*	X02952	114984	2933196	2949383	16188	+	220	upstream	220	FLYWCH2
chr16	2933052	2933322	271	*	X02953	114984	2933196	2949383	16188	+	0	overlapStart	0	FLYWCH2
chr16	2961719	2961747	29	*	X02955	84256	2961980	3001209	39230	+	232	upstream	232	FLYWCH1
chr16	2961926	2962028	103	*	X02956	84256	2961980	3001209	39230	+	0	overlapStart	0	FLYWCH1
chr16	3018824	3019512	689	*	X02958	124222	3019342	3023485	4144	+	0	overlapStart	0	PAQR4
chr16	3030352	3030655	304	*	X02959	9088	3022792	3030540	7749	-	0	overlapStart	0	PKMYT1
chr16	3071831	3072155	325	*	X02963	79228	3074032	3077756	3725	+	1876	upstream	1876	THOC6
chr16	3073275	3074441	1167	*	X02964	54985	3072626	3074287	1662	-	0	overlapStart	0	HCFC1R1
chr16	3073275	3074441	1167	*	X02964	79228	3074032	3077756	3725	+	0	overlapStart	0	THOC6
chr16	3150124	3150126	3	*	X02967	84891	3138895	3149293	10399	-	830	upstream	830	ZSCAN10
chr16	3150341	3150503	163	*	X02968	84891	3138895	3149293	10399	-	1047	upstream	1047	ZSCAN10
chr16	3184841	3185010	170	*	X02972	7760	3185057	3192805	7749	+	46	upstream	46	ZNF213
chr16	3185015	3185273	259	*	X02973	7760	3185057	3192805	7749	+	0	overlapStart	0	ZNF213
chr16	3450821	3451301	481	*	X02982	54925	3432085	3451025	18941	-	0	overlapStart	0	ZSCAN32
chr16	3450821	3451301	481	*	X02982	7727	3451190	3459364	8175	+	0	overlapStart	0	ZNF174
chr16	3661486	3661635	150	*	X02984	84464	3631184	3661585	30402	-	0	overlapStart	0	SLX4
chr16	3661681	3661812	132	*	X02985	84464	3631184	3661585	30402	-	95	upstream	95	SLX4
chr16	3767472	3767813	342	*	X02986	10131	3708038	3767598	59561	-	0	overlapStart	0	TRAP1
chr16	3930788	3930994	207	*	X02987	1387	3775056	3930121	155066	-	666	upstream	666	CREBBP
chr16	4303692	4303962	271	*	X02990	100507501	4295826	4303790	7965	-	0	overlapStart	0	LINC01569
chr16	4401205	4401399	195	*	X02994	51025	4390252	4401373	11122	-	0	overlapStart	0	PAM16
chr16	4524407	4524776	370	*	X02996	3163	4524719	4560348	35630	+	0	overlapStart	0	HMOX2
chr16	4524407	4524776	370	*	X02996	57407	4511695	4524896	13202	-	0	inside	119	NMRAL1
chr16	4526137	4526480	344	*	X02997	57407	4511695	4524896	13202	-	1240	upstream	1240	NMRAL1
chr16	4664663	4665111	449	*	X02998	124402	4658884	4664927	6044	-	0	overlapStart	0	UBALD1
chr16	4666154	4666364	211	*	X02999	124402	4658884	4664927	6044	-	1226	upstream	1226	UBALD1
chr16	4666445	4666713	269	*	X03000	124402	4658884	4664927	6044	-	1517	upstream	1517	UBALD1
chr16	4674357	4674892	536	*	X03001	23295	4674825	4740975	66151	+	0	overlapStart	0	MGRN1
chr16	4743418	4743512	95	*	X03002	84309	4743694	4745860	2167	+	181	upstream	181	NUDT16L1
chr16	4743615	4743809	195	*	X03003	84309	4743694	4745860	2167	+	0	overlapStart	0	NUDT16L1
chr16	4784110	4784651	542	*	X03004	124401	4746511	4784378	37868	-	0	overlapStart	0	ANKS3
chr16	4784110	4784651	542	*	X03004	146562	4784289	4799397	15109	+	0	overlapStart	0	DNAAF8
chr16	4817132	4817479	348	*	X03005	26048	4800815	4817166	16352	-	0	overlapStart	0	ZNF500
chr16	4818610	4818922	313	*	X03006	26048	4800815	4817166	16352	-	1443	upstream	1443	ZNF500
chr16	4852594	4853087	494	*	X03008	79641	4846963	4852951	5989	-	0	overlapStart	0	ROGDI
chr16	4897205	4897621	417	*	X03009	84656	4853204	4897303	44100	-	0	overlapStart	0	GLYR1
chr16	4987019	4987455	437	*	X03010	5493	4932508	4987136	54629	-	0	overlapStart	0	PPL
chr16	5007910	5008109	200	*	X03014	9717	5008318	5069156	60839	+	208	upstream	208	SEC14L5
chr16	5147646	5148073	428	*	X03015	196483	5134301	5147789	13489	-	0	overlapStart	0	EEF2KMT
chr16	5148343	5148829	487	*	X03016	196483	5134301	5147789	13489	-	553	upstream	553	EEF2KMT
chr16	8891445	8891719	275	*	X03017	25880	8889037	8891505	2469	-	0	overlapStart	0	TMEM186
chr16	8891445	8891719	275	*	X03017	5373	8891670	8943194	51525	+	0	overlapStart	0	PMM2
chr16	8963039	8963196	158	*	X03018	23589	8946799	8962869	16071	-	169	upstream	169	CARHSP1
chr16	8962283	8962968	686	*	X03019	23589	8946799	8962869	16071	-	0	overlapStart	0	CARHSP1
chr16	9057722	9057926	205	*	X03020	7874	8985951	9057341	71391	-	380	upstream	380	USP7
chr16	9184944	9185217	274	*	X03021	29035	9185537	9213555	28019	+	319	upstream	319	C16orf72
chr16	9185391	9185655	265	*	X03022	29035	9185537	9213555	28019	+	0	overlapStart	0	C16orf72
chr16	10674288	10674788	501	*	X03023	2013	10622279	10674539	52261	-	0	overlapStart	0	EMP2
chr16	10837867	10838193	327	*	X03025	4682	10837698	10863208	25511	+	0	inside	168	NUBP1
chr16	11036154	11036530	377	*	X03026	23274	11038345	11276046	237702	+	1814	upstream	1814	CLEC16A
chr16	11036154	11036530	377	*	X03026	28955	11022748	11036257	13510	-	0	overlapStart	0	DEXI
chr16	11038386	11038526	141	*	X03027	23274	11038345	11276046	237702	+	0	inside	40	CLEC16A
chr16	11762073	11762209	137	*	X03032	8303	11762289	11773015	10727	+	79	upstream	79	SNN
chr16	11762349	11762367	19	*	X03033	8303	11762289	11773015	10727	+	0	inside	59	SNN
chr16	11836571	11837074	504	*	X03034	51061	11772943	11836648	63706	-	0	overlapStart	0	TXNDC11
chr16	11891097	11891231	135	*	X03035	29066	11844442	11891114	46673	-	0	overlapStart	0	ZC3H7A
chr16	11891250	11891534	285	*	X03036	29066	11844442	11891114	46673	-	135	upstream	135	ZC3H7A
chr16	14013671	14014190	520	*	X03039	2072	14014014	14046205	32192	+	0	overlapStart	0	ERCC4
chr16	14723989	14724420	432	*	X03040	5073	14529557	14724128	194572	-	0	overlapStart	0	PARN
chr16	14726482	14726979	498	*	X03041	51283	14726668	14763093	36426	+	0	overlapStart	0	BFAR
chr16	15068592	15069175	584	*	X03042	23042	15068599	15233196	164598	+	0	overlapStart	0	PDXDC1
chr16	15149892	15149970	79	*	X03043	123803	15131710	15149936	18227	-	0	overlapStart	0	NTAN1
chr16	15188136	15188348	213	*	X03044	54700	15153879	15188158	34280	-	0	overlapStart	0	RRN3
chr16	15248958	15249189	232	*	X03046	100500852	15248707	15248859	153	-	98	upstream	98	MIR3180-4
chr16	15736795	15737181	387	*	X03047	54820	15737124	15820208	83085	+	0	overlapStart	0	NDE1
chr16	15736795	15737181	387	*	X03047	619553	15737151	15737229	79	+	0	overlapStart	0	MIR484
chr16	15736795	15737181	387	*	X03047	9665	15688226	15737023	48798	-	0	overlapStart	0	MARF1
chr16	15982387	15982758	372	*	X03050	123811	15959577	15982447	22871	-	0	overlapStart	0	CEP20
chr16	18573291	18573522	232	*	X03052	283820	18511182	18573434	62253	-	0	overlapStart	0	NOMO2
chr16	18801626	18801910	285	*	X03053	6210	18794277	18801656	7380	-	0	overlapStart	0	RPS15A
chr16	18812763	18812959	197	*	X03054	23204	18802991	18812857	9867	-	0	overlapStart	0	ARL6IP1
chr16	18813015	18813244	230	*	X03055	23204	18802991	18812857	9867	-	157	upstream	157	ARL6IP1
chr16	18937525	18938171	647	*	X03057	23049	18816175	18937726	121552	-	0	overlapStart	0	SMG1
chr16	19078766	19079405	640	*	X03060	10229	19078917	19091417	12501	+	0	overlapStart	0	COQ7
chr16	19533394	19533575	182	*	X03062	51573	19513015	19533450	20436	-	0	overlapStart	0	GDE1
chr16	19533394	19533575	182	*	X03062	9738	19535179	19564728	29550	+	1603	upstream	1603	CCP110
chr16	19535122	19535317	196	*	X03063	51573	19513015	19533450	20436	-	1671	upstream	1671	GDE1
chr16	19535122	19535317	196	*	X03063	9738	19535179	19564728	29550	+	0	overlapStart	0	CCP110
chr16	19566546	19566964	419	*	X03064	57020	19566737	19712485	145749	+	0	overlapStart	0	VPS35L
chr16	20817658	20817929	272	*	X03066	81691	20817767	20860990	43224	+	0	overlapStart	0	REXO5
chr16	20911654	20911896	243	*	X03067	112479	20791515	20911561	120047	-	92	upstream	92	ERI2
chr16	20911654	20911896	243	*	X03067	123879	20869396	20911561	42166	-	92	upstream	92	DCUN1D3
chr16	20911654	20911896	243	*	X03067	57149	20911557	20936328	24772	+	0	inside	96	LYRM1
chr16	20911976	20912334	359	*	X03068	112479	20791515	20911561	120047	-	414	upstream	414	ERI2
chr16	20911976	20912334	359	*	X03068	123879	20869396	20911561	42166	-	414	upstream	414	DCUN1D3
chr16	21531361	21532087	727	*	X03072	100271836	21415198	21531765	116568	-	0	overlapStart	0	SMG1P3
chr16	21531361	21532087	727	*	X03072	387254	21529230	21531765	2536	-	0	overlapStart	0	SLC7A5P2
chr16	21610617	21610880	264	*	X03073	51108	21610856	21668792	57937	+	0	overlapStart	0	METTL9
chr16	22217344	22217786	443	*	X03077	29904	22217592	22300066	82475	+	0	overlapStart	0	EEF2K
chr16	22308638	22308823	186	*	X03078	55718	22308696	22346424	37729	+	0	overlapStart	0	POLR3E
chr16	22385777	22386250	474	*	X03079	1039	22357257	22385938	28682	-	0	overlapStart	0	CDR2
chr16	23160720	23161168	449	*	X03081	57478	23072728	23160591	87864	-	128	upstream	128	USP31
chr16	23193754	23193793	40	*	X03082	6340	23194040	23228200	34161	+	246	upstream	246	SCNN1G
chr16	23193961	23194024	64	*	X03083	6340	23194040	23228200	34161	+	15	upstream	15	SCNN1G
chr16	23568526	23569111	586	*	X03085	124454	23533334	23568696	35363	-	0	overlapStart	0	EARS2
chr16	23568526	23569111	586	*	X03085	56061	23568862	23585710	16849	+	0	overlapStart	0	UBFD1
chr16	23652548	23652859	312	*	X03086	79728	23614483	23652678	38196	-	0	overlapStart	0	PALB2
chr16	23652548	23652859	312	*	X03086	84516	23652687	23685068	32382	+	0	overlapStart	0	DCTN5
chr16	23690015	23690250	236	*	X03087	5347	23690201	23701688	11488	+	0	overlapStart	0	PLK1
chr16	24740840	24740979	140	*	X03089	27327	24741049	24837547	96499	+	69	upstream	69	TNRC6A
chr16	25026646	25026873	228	*	X03090	55114	24930712	25026675	95964	-	0	overlapStart	0	ARHGAP17
chr16	25043031	25043133	103	*	X03091	554206	25043062	25044098	1037	+	0	overlapStart	0	LOC554206
chr16	27214875	27215331	457	*	X03092	79831	27214807	27233089	18283	+	0	inside	67	KDM8
chr16	27561137	27561564	428	*	X03093	23247	27561468	27791692	230225	+	0	overlapStart	0	KATNIP
chr16	27561137	27561564	428	*	X03093	2975	27471934	27561251	89318	-	0	overlapStart	0	GTF3C1
chr16	28223220	28223400	181	*	X03094	23214	28109298	28223239	113942	-	0	overlapStart	0	XPO6
chr16	28223478	28223550	73	*	X03095	23214	28109298	28223239	113942	-	238	upstream	238	XPO6
chr16	28303674	28303734	61	*	X03096	388228	28303840	28335170	31331	+	105	upstream	105	SBK1
chr16	28303806	28303928	123	*	X03097	388228	28303840	28335170	31331	+	0	overlapStart	0	SBK1
chr16	28857475	28858048	574	*	X03099	25970	28858010	28885534	27525	+	0	overlapStart	0	SH2B1
chr16	28857475	28858048	574	*	X03099	7284	28853732	28857729	3998	-	0	overlapStart	0	TUFM
chr16	28935900	28937013	1114	*	X03101	79874	28915742	28936532	20791	-	0	overlapStart	0	RABEP2
chr16	28961819	28962351	533	*	X03102	84901	28962128	28977767	15640	+	0	overlapStart	0	NFATC2IP
chr16	29302050	29302675	626	*	X03104	440352	29302828	29418349	115522	+	152	upstream	152	SNX29P2
chr16	29801727	29802254	528	*	X03108	3835	29802034	29816706	14673	+	0	overlapStart	0	KIF22
chr16	29816747	29817767	1021	*	X03109	4150	29817417	29822504	5088	+	0	overlapStart	0	MAZ
chr16	29822535	29822906	372	*	X03112	112476	29823409	29827202	3794	+	502	upstream	502	PRRT2
chr16	29827213	29827610	398	*	X03113	79447	29827528	29833816	6289	+	0	overlapStart	0	PAGR1
chr16	29874745	29875036	292	*	X03114	10423	29869678	29874578	4901	-	166	upstream	166	CDIPT
